"","home_team","yardline_100","game_seconds_remaining","goal_to_go","yards_gained","shotgun","no_huddle","qb_dropback","qb_scramble","score_differential","first_down_rush","down_2","down_3","down_4","run_location_middle","run_location_right","run_gap_end","run_gap_guard","run_gap_tackle","td_team_1","td_team_2"
"188",1,0.26530612244898,0.843268961656871,0,0.147368421052632,0,0,0,0,0.211538461538462,0,1,0,0,1,0,0,0,0,0,0
"189",1,0.857142857142857,0.748670584942625,0,0.157894736842105,1,0,0,0,0.211538461538462,0,1,0,0,0,0,1,0,0,0,0
"190",1,0.755102040816326,0.54575986565911,0,0.157894736842105,1,0,0,0,0.153846153846154,0,0,0,0,0,1,1,0,0,0,0
"191",1,0.693877551020408,0.486705849426252,0,0.147368421052632,0,0,0,0,0.0961538461538462,0,1,0,0,1,0,0,0,0,0,0
"192",1,0.673469387755102,0.358522250209908,0,0.147368421052632,1,0,0,0,0.0961538461538462,0,1,0,0,0,0,1,0,0,0,0
"193",1,0.591836734693878,0.269241533725161,0,0.147368421052632,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,1,0,0,0,0
"194",1,0.948979591836735,0.840470193115029,0,0.157894736842105,1,0,0,0,0.384615384615385,0,0,0,0,0,0,0,1,0,0,0
"195",1,0.816326530612245,0.814441645675903,0,0.147368421052632,1,0,0,0,0.384615384615385,0,0,0,0,1,0,0,0,0,0,0
"196",1,0.785714285714286,0.805765463196194,0,0.157894736842105,1,0,0,0,0.384615384615385,0,1,0,0,0,1,0,0,1,0,0
"197",1,0.622448979591837,0.714805485586342,0,0.147368421052632,1,0,0,0,0.384615384615385,0,0,0,0,0,0,0,0,1,0,0
"198",1,0.591836734693878,0.705009795689896,0,0.157894736842105,1,0,0,0,0.384615384615385,0,1,0,0,1,0,0,0,0,0,0
"199",1,0.26530612244898,0.644556395186118,0,0.157894736842105,0,0,0,0,0.384615384615385,0,0,0,0,1,0,0,0,0,0,0
"200",1,0.683673469387755,0.101875174923034,0,0.157894736842105,1,0,0,0,0.634615384615385,0,0,0,0,1,0,0,0,0,0,0
"201",0,0.76530612244898,0.86202071088721,0,0.157894736842105,0,0,0,0,0.192307692307692,0,0,0,0,0,1,1,0,0,0,0
"202",0,0.428571428571429,0.69381472152253,0,0.147368421052632,0,0,0,0,0.326923076923077,0,0,0,0,1,0,0,0,0,0,0
"203",0,0.23469387755102,0.671144696333613,0,0.147368421052632,1,0,0,0,0.326923076923077,0,0,0,0,1,0,0,0,0,0,0
"204",0,0.806122448979592,0.599216344808284,0,0.147368421052632,0,0,0,0,0.384615384615385,0,0,0,0,0,0,1,0,0,0,0
