"","home_team","yardline_100","game_seconds_remaining","goal_to_go","yards_gained","shotgun","no_huddle","qb_dropback","qb_scramble","score_differential","first_down_rush","down_2","down_3","down_4","run_location_middle","run_location_right","run_gap_end","run_gap_guard","run_gap_tackle","td_team_1"
"270",1,0.642857142857143,0.199831365935919,0,0.102272727272727,0,0,0,0,0.792452830188679,0,0,0,0,1,0,0,0,0,0
"271",1,0.0816326530612245,0.107925801011804,1,0.0909090909090909,1,0,0,0,0.792452830188679,0,0,0,0,1,0,0,0,0,0
"272",1,0.285714285714286,0.559584035975267,0,0.0909090909090909,0,0,0,0,0.490566037735849,0,0,0,0,1,0,0,0,0,0
"273",1,0.755102040816326,0.324620573355818,0,0.0909090909090909,0,0,0,0,0.490566037735849,0,0,0,0,0,1,0,1,0,0
"274",0,0.63265306122449,0.735244519392917,0,0.102272727272727,0,0,0,0,0.660377358490566,0,0,0,0,1,0,0,0,0,0
"275",0,0.5,0.333333333333333,0,0.0909090909090909,0,0,0,0,0.471698113207547,0,0,0,0,1,0,0,0,0,0
"276",0,0.693877551020408,0.987352445193929,0,0.0909090909090909,0,0,0,0,0.660377358490566,0,1,0,0,0,1,0,0,1,0
"277",0,0.387755102040816,0.952501405283867,0,0.0909090909090909,1,0,0,0,0.660377358490566,0,0,0,0,1,0,0,0,0,0
"278",0,0.73469387755102,0.72203485103991,0,0.0909090909090909,0,0,0,0,0.660377358490566,0,0,0,0,0,0,0,1,0,0
"279",0,0.755102040816326,0.601180438448567,0,0.102272727272727,0,0,0,0,0.528301886792453,0,0,0,0,1,0,0,0,0,0
"280",0,0.459183673469388,0.577852726250703,0,0.102272727272727,0,0,0,0,0.528301886792453,0,0,0,0,1,0,0,0,0,0
"281",0,0.275510204081633,0.541877459246768,0,0.102272727272727,0,0,0,0,0.528301886792453,0,0,0,0,0,0,0,1,0,0
"282",0,0.642857142857143,0.504496908375492,0,0.102272727272727,1,1,1,1,0.584905660377358,0,0,0,0,1,0,0,0,0,0
"283",0,0.836734693877551,0.462057335581788,0,0.0909090909090909,0,0,0,0,0.452830188679245,0,0,0,0,0,0,0,1,0,0
"284",0,0,0.282181000562114,1,0.0909090909090909,1,0,0,0,0.0566037735849057,1,0,0,0,0,0,0,1,0,1
"285",0,0.0510204081632653,0.204609331084879,1,0.102272727272727,1,1,0,0,0.207547169811321,0,0,0,0,1,0,0,0,0,0
"286",0,0,0.188308038223721,1,0.0909090909090909,1,1,0,0,0.207547169811321,1,0,1,0,1,0,0,0,0,1
"287",1,0.112244897959184,0.698426082068578,0,0.0909090909090909,0,0,0,0,0.415094339622642,0,0,0,0,1,0,0,0,0,0
"288",1,0.612244897959184,0.397133220910624,0,0.102272727272727,1,0,0,0,0.226415094339623,0,0,0,0,1,0,0,0,0,0
"289",1,0.316326530612245,0.363687464867903,0,0.102272727272727,1,1,0,0,0.226415094339623,0,0,0,0,1,0,0,0,0,0
"290",1,0.510204081632653,0.948566610455312,0,0.0909090909090909,0,0,1,1,0.660377358490566,0,0,0,0,1,0,0,0,0,0
